flight_number,airline_name,departure_airport,departure_city,departure_country,departure_time,arrival_airport,arrival_city,duration_hours
AM4015,Aeroméxico,Benito Juárez International,Mexico City,Mexico,6:10 AM,O'Hare International,Chicago,9.84
ET6504,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,2:18 PM,Hamad International,Doha,9.2
AC2311,Air Canada,Toronto Pearson,Toronto,Canada,1:26 AM,John F. Kennedy International,New York,14.37
AA6559,American Airlines,John F. Kennedy International,New York,USA,1:57 AM,Hartsfield-Jackson Atlanta,Atlanta,23.13
NH9612,All Nippon Airways,Haneda,Tokyo,Japan,4:42 PM,Incheon International,Seoul,5.92
EK7294,Emirates,Dubai International,Dubai,UAE,8:01 PM,Hamad International,Doha,1.82
AF6795,Air France,Charles de Gaulle,Paris,France,5:57 PM,Frankfurt Airport,Frankfurt,9.83
AF6240,Air France,Charles de Gaulle,Paris,France,10:26 AM,Frankfurt Airport,Frankfurt,22.31
CX3579,Cathay Pacific,Hong Kong International,Hong Kong,China,1:16 PM,Changi,Singapore,10.56
UA3041,United Airlines,Los Angeles International,Los Angeles,USA,2:12 PM,San Francisco International,San Francisco,18.05
AF1326,Air France,Charles de Gaulle,Paris,France,11:03 AM,Arturo Merino Benítez International,Santiago,13.08
WN9087,Southwest Airlines,Los Angeles International,Los Angeles,USA,10:48 AM,San Francisco International,San Francisco,15.06
WN3418,Southwest Airlines,Los Angeles International,Los Angeles,USA,3:37 AM,Benito Juárez International,Mexico City,10.31
SK2434,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,3:43 PM,Charles de Gaulle,Paris,14.09
KE3610,Korean Air,Incheon International,Seoul,South Korea,4:52 AM,Jomo Kenyatta International,Nairobi,14.38
WN6588,Southwest Airlines,Los Angeles International,Los Angeles,USA,2:28 PM,San Francisco International,San Francisco,4.09
SK9022,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,2:04 PM,Charles de Gaulle,Paris,19.72
UA4854,United Airlines,Los Angeles International,Los Angeles,USA,12:00 PM,San Francisco International,San Francisco,20.91
NH2995,All Nippon Airways,Haneda,Tokyo,Japan,10:00 AM,Changi,Singapore,8.06
KL6213,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,3:24 AM,Frankfurt Airport,Frankfurt,9.86
BA3159,British Airways,Heathrow,London,UK,7:59 AM,Charles de Gaulle,Paris,11.81
NZ5671,Air New Zealand,Auckland Airport,Auckland,New Zealand,6:38 PM,Brisbane Airport,Brisbane,19.14
NZ6707,Air New Zealand,Auckland Airport,Auckland,New Zealand,5:22 PM,Sydney Airport,Sydney,18.4
SQ5181,Singapore Airlines,Changi,Singapore,Singapore,7:09 AM,Hong Kong International,Hong Kong,4.8
QR5279,Qatar Airways,Hamad International,Doha,Qatar,6:32 PM,Bole International,Addis Ababa,21.98
KE7452,Korean Air,Incheon International,Seoul,South Korea,9:47 AM,Benito Juárez International,Mexico City,13.74
KL8781,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,4:24 AM,Charles de Gaulle,Paris,5.76
DL3314,Delta Air Lines,John F. Kennedy International,New York,USA,8:08 PM,Hartsfield-Jackson Atlanta,Atlanta,23.76
EK5144,Emirates,Dubai International,Dubai,UAE,10:08 PM,Brisbane Airport,Brisbane,2.31
KL4926,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,7:07 PM,Charles de Gaulle,Paris,18.26
AI8540,Air India,Indira Gandhi International,Delhi,India,12:25 PM,Chhatrapati Shivaji International,Mumbai,8.27
BA8910,British Airways,Heathrow,London,UK,2:55 AM,John F. Kennedy International,New York,8.06
NZ2181,Air New Zealand,Auckland Airport,Auckland,New Zealand,1:02 PM,Sydney Airport,Sydney,15.86
NH7999,All Nippon Airways,Haneda,Tokyo,Japan,5:15 AM,Incheon International,Seoul,16.32
KE1824,Korean Air,Incheon International,Seoul,South Korea,3:19 AM,Beijing Capital International,Beijing,16.99
NH7063,All Nippon Airways,Haneda,Tokyo,Japan,1:30 AM,Incheon International,Seoul,23.42
NZ6242,Air New Zealand,Auckland Airport,Auckland,New Zealand,2:11 AM,Sydney Airport,Sydney,15.25
NZ1569,Air New Zealand,Auckland Airport,Auckland,New Zealand,10:08 AM,Sydney Airport,Sydney,10.52
SA1018,South African Airways,O.R. Tambo International,Johannesburg,South Africa,7:02 AM,Charles de Gaulle,Paris,3.57
KL5867,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,11:26 AM,Frankfurt Airport,Frankfurt,23.03
WN2998,Southwest Airlines,Los Angeles International,Los Angeles,USA,1:33 PM,San Francisco International,San Francisco,10.94
AC5834,Air Canada,Toronto Pearson,Toronto,Canada,3:36 PM,John F. Kennedy International,New York,22.12
QR4989,Qatar Airways,Hamad International,Doha,Qatar,12:31 PM,Bole International,Addis Ababa,18.43
AI6971,Air India,Indira Gandhi International,Delhi,India,9:25 AM,Amsterdam Airport Schiphol,Amsterdam,4.91
TG3859,Thai Airways,Suvarnabhumi,Bangkok,Thailand,2:05 AM,Changi,Singapore,19.45
KL8406,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,3:52 PM,Charles de Gaulle,Paris,3.12
LA9192,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,6:36 AM,Logan International,Boston,7.4
EK1492,Emirates,Dubai International,Dubai,UAE,3:59 AM,Hamad International,Doha,13.56
SQ1094,Singapore Airlines,Changi,Singapore,Singapore,4:54 AM,Haneda,Tokyo,21.77
QF5613,Qantas,Sydney Airport,Sydney,Australia,2:03 PM,Melbourne Airport,Melbourne,20.04
AV8222,Avianca,El Dorado International,Bogotá,Colombia,7:51 AM,O'Hare International,Chicago,3.97
AZ2894,Alitalia,Leonardo da Vinci International,Rome,Italy,12:27 AM,Copenhagen Airport,Copenhagen,12.88
AF7087,Air France,Charles de Gaulle,Paris,France,10:11 AM,Frankfurt Airport,Frankfurt,10.95
SK2916,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,11:44 AM,Charles de Gaulle,Paris,5.58
AF5408,Air France,Charles de Gaulle,Paris,France,9:24 PM,Frankfurt Airport,Frankfurt,19.52
SA5902,South African Airways,O.R. Tambo International,Johannesburg,South Africa,2:06 AM,Charles de Gaulle,Paris,4.97
SQ7113,Singapore Airlines,Changi,Singapore,Singapore,8:27 PM,O'Hare International,Chicago,5.07
AI2273,Air India,Indira Gandhi International,Delhi,India,12:12 PM,Chhatrapati Shivaji International,Mumbai,2.04
NZ4282,Air New Zealand,Auckland Airport,Auckland,New Zealand,10:32 AM,Beijing Capital International,Beijing,13.38
AV4168,Avianca,El Dorado International,Bogotá,Colombia,9:52 AM,O'Hare International,Chicago,23.96
NZ9250,Air New Zealand,Auckland Airport,Auckland,New Zealand,9:07 PM,Sydney Airport,Sydney,4.14
NZ4755,Air New Zealand,Auckland Airport,Auckland,New Zealand,9:33 AM,Sydney Airport,Sydney,23.03
LA9341,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,3:46 AM,Ministro Pistarini International,Buenos Aires,20.79
SK9251,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,1:12 PM,Charles de Gaulle,Paris,16.72
ET6585,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,8:43 PM,Hamad International,Doha,20.68
AI1516,Air India,Indira Gandhi International,Delhi,India,12:48 AM,Kuala Lumpur International,Kuala Lumpur,4.03
ET7092,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,9:39 AM,Hamad International,Doha,10.06
AC5659,Air Canada,Toronto Pearson,Toronto,Canada,10:15 AM,John F. Kennedy International,New York,10.43
AV7927,Avianca,El Dorado International,Bogotá,Colombia,3:45 PM,O'Hare International,Chicago,16.4
SK6204,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,2:42 PM,Vienna International,Vienna,8.09
CX1574,Cathay Pacific,Hong Kong International,Hong Kong,China,12:53 AM,Changi,Singapore,17.67
QF4778,Qantas,Sydney Airport,Sydney,Australia,9:27 AM,Melbourne Airport,Melbourne,22.96
AC6923,Air Canada,Toronto Pearson,Toronto,Canada,4:08 PM,John F. Kennedy International,New York,21.67
AM3012,Aeroméxico,Benito Juárez International,Mexico City,Mexico,2:43 PM,O'Hare International,Chicago,15.64
AF4188,Air France,Charles de Gaulle,Paris,France,6:49 PM,Vienna International,Vienna,18.18
QR8304,Qatar Airways,Hamad International,Doha,Qatar,8:30 PM,Bole International,Addis Ababa,12.98
SA8121,South African Airways,O.R. Tambo International,Johannesburg,South Africa,8:55 PM,Charles de Gaulle,Paris,22.8
AV3056,Avianca,El Dorado International,Bogotá,Colombia,7:50 PM,O'Hare International,Chicago,3.38
CX9649,Cathay Pacific,Hong Kong International,Hong Kong,China,1:58 AM,Changi,Singapore,16.5
LA2895,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,4:52 PM,Ministro Pistarini International,Buenos Aires,13.21
TG3007,Thai Airways,Suvarnabhumi,Bangkok,Thailand,1:38 PM,Changi,Singapore,13.57
EK7341,Emirates,Dubai International,Dubai,UAE,8:51 PM,Hamad International,Doha,9.14
BA1547,British Airways,Heathrow,London,UK,9:43 AM,Charles de Gaulle,Paris,19.56
ET4246,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,9:38 PM,Benito Juárez International,Mexico City,12.48
TG1711,Thai Airways,Suvarnabhumi,Bangkok,Thailand,2:25 PM,Incheon International,Seoul,13.67
QR9299,Qatar Airways,Hamad International,Doha,Qatar,1:04 PM,Bole International,Addis Ababa,23.22
NH7569,All Nippon Airways,Haneda,Tokyo,Japan,3:10 AM,Incheon International,Seoul,23.24
AZ1863,Alitalia,Leonardo da Vinci International,Rome,Italy,2:37 AM,Frankfurt Airport,Frankfurt,2.43
KE8445,Korean Air,Incheon International,Seoul,South Korea,1:54 AM,Miami International,Miami,9.69
NH8259,All Nippon Airways,Haneda,Tokyo,Japan,6:51 PM,Incheon International,Seoul,7.52
WN7161,Southwest Airlines,Los Angeles International,Los Angeles,USA,5:01 AM,San Francisco International,San Francisco,23.52
QF5533,Qantas,Sydney Airport,Sydney,Australia,2:51 AM,Melbourne Airport,Melbourne,7.44
IB7358,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,6:07 AM,Amsterdam Airport Schiphol,Amsterdam,4.51
SQ3887,Singapore Airlines,Changi,Singapore,Singapore,8:25 PM,Beijing Capital International,Beijing,14.8
NH4302,All Nippon Airways,Haneda,Tokyo,Japan,2:13 AM,Incheon International,Seoul,21.28
AA4866,American Airlines,John F. Kennedy International,New York,USA,7:36 AM,Miami International,Miami,15.11
DL8564,Delta Air Lines,John F. Kennedy International,New York,USA,8:37 AM,Hartsfield-Jackson Atlanta,Atlanta,4.61
LH7426,Lufthansa,Frankfurt Airport,Frankfurt,Germany,7:43 AM,Charles de Gaulle,Paris,19.33
NZ2820,Air New Zealand,Auckland Airport,Auckland,New Zealand,6:31 PM,Changi,Singapore,18.84
NH7272,All Nippon Airways,Haneda,Tokyo,Japan,1:15 PM,Changi,Singapore,21.94
AZ9026,Alitalia,Leonardo da Vinci International,Rome,Italy,11:26 AM,Charles de Gaulle,Paris,13.4
KL7867,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,12:14 AM,Hamad International,Doha,20.95
WN4815,Southwest Airlines,Los Angeles International,Los Angeles,USA,1:28 AM,San Francisco International,San Francisco,23.0
AF9614,Air France,Charles de Gaulle,Paris,France,1:06 PM,Suvarnabhumi,Bangkok,22.89
SQ4852,Singapore Airlines,Changi,Singapore,Singapore,2:27 PM,Frankfurt Airport,Frankfurt,5.49
IB7456,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,12:09 PM,Charles de Gaulle,Paris,17.6
WN7250,Southwest Airlines,Los Angeles International,Los Angeles,USA,2:36 PM,Ministro Pistarini International,Buenos Aires,23.87
EK2641,Emirates,Dubai International,Dubai,UAE,11:22 AM,Hamad International,Doha,17.31
BA3458,British Airways,Heathrow,London,UK,11:09 AM,Charles de Gaulle,Paris,7.85
UA7363,United Airlines,Los Angeles International,Los Angeles,USA,9:39 AM,San Francisco International,San Francisco,9.86
AC1080,Air Canada,Toronto Pearson,Toronto,Canada,2:18 PM,O'Hare International,Chicago,11.95
AV1860,Avianca,El Dorado International,Bogotá,Colombia,8:17 PM,Auckland Airport,Auckland,13.56
KL1093,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,3:34 PM,Charles de Gaulle,Paris,11.67
AI5205,Air India,Indira Gandhi International,Delhi,India,3:14 PM,Dubai International,Dubai,19.62
AV4539,Avianca,El Dorado International,Bogotá,Colombia,1:10 AM,Changi,Singapore,18.21
AA7485,American Airlines,John F. Kennedy International,New York,USA,8:47 AM,Hartsfield-Jackson Atlanta,Atlanta,13.28
SK1280,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,1:19 PM,Charles de Gaulle,Paris,2.17
LH1697,Lufthansa,Frankfurt Airport,Frankfurt,Germany,4:28 PM,Charles de Gaulle,Paris,20.54
AA7447,American Airlines,John F. Kennedy International,New York,USA,6:43 AM,Hartsfield-Jackson Atlanta,Atlanta,12.03
AZ9023,Alitalia,Leonardo da Vinci International,Rome,Italy,11:24 PM,Charles de Gaulle,Paris,16.62
NH8525,All Nippon Airways,Haneda,Tokyo,Japan,2:54 PM,Melbourne Airport,Melbourne,1.66
CX9264,Cathay Pacific,Hong Kong International,Hong Kong,China,4:28 PM,Changi,Singapore,9.68
QR9095,Qatar Airways,Hamad International,Doha,Qatar,12:38 AM,Charles de Gaulle,Paris,23.09
QR4989,Qatar Airways,Hamad International,Doha,Qatar,4:44 PM,Bole International,Addis Ababa,12.92
SA8516,South African Airways,O.R. Tambo International,Johannesburg,South Africa,8:55 AM,Charles de Gaulle,Paris,8.2
NZ1999,Air New Zealand,Auckland Airport,Auckland,New Zealand,10:53 AM,Sydney Airport,Sydney,3.68
AI2578,Air India,Indira Gandhi International,Delhi,India,1:02 AM,Vienna International,Vienna,18.44
NZ4265,Air New Zealand,Auckland Airport,Auckland,New Zealand,6:28 PM,Miami International,Miami,17.71
QR6341,Qatar Airways,Hamad International,Doha,Qatar,10:04 AM,Bole International,Addis Ababa,5.26
QR4818,Qatar Airways,Hamad International,Doha,Qatar,12:08 PM,Bole International,Addis Ababa,12.58
QF2553,Qantas,Sydney Airport,Sydney,Australia,6:55 PM,El Dorado International,Bogotá,17.87
LA5423,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,11:04 PM,Ministro Pistarini International,Buenos Aires,21.94
DL7030,Delta Air Lines,John F. Kennedy International,New York,USA,10:04 PM,Hartsfield-Jackson Atlanta,Atlanta,17.35
LH4336,Lufthansa,Frankfurt Airport,Frankfurt,Germany,2:30 AM,Bole International,Addis Ababa,22.33
TG1620,Thai Airways,Suvarnabhumi,Bangkok,Thailand,5:25 PM,Hong Kong International,Hong Kong,9.13
SK8168,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,4:57 AM,Stockholm Arlanda,Stockholm,14.62
CX2918,Cathay Pacific,Hong Kong International,Hong Kong,China,4:40 AM,Changi,Singapore,3.35
WN8555,Southwest Airlines,Los Angeles International,Los Angeles,USA,2:13 AM,Denver International,Denver,20.69
SK4478,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,12:36 PM,Heathrow,London,18.96
WN4746,Southwest Airlines,Los Angeles International,Los Angeles,USA,5:07 AM,San Francisco International,San Francisco,23.86
AF2263,Air France,Charles de Gaulle,Paris,France,3:28 PM,Adolfo Suárez Madrid–Barajas,Madrid,22.25
DL2579,Delta Air Lines,John F. Kennedy International,New York,USA,9:27 AM,San Francisco International,San Francisco,4.41
CX1675,Cathay Pacific,Hong Kong International,Hong Kong,China,9:20 AM,Incheon International,Seoul,19.26
SA5940,South African Airways,O.R. Tambo International,Johannesburg,South Africa,12:15 AM,Charles de Gaulle,Paris,2.63
NZ9504,Air New Zealand,Auckland Airport,Auckland,New Zealand,4:14 AM,Sydney Airport,Sydney,16.34
AV2580,Avianca,El Dorado International,Bogotá,Colombia,7:23 AM,O'Hare International,Chicago,20.18
LA2023,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,2:32 AM,Ministro Pistarini International,Buenos Aires,10.93
BA8268,British Airways,Heathrow,London,UK,7:54 PM,Dallas/Fort Worth International,Dallas,5.05
AM3262,Aeroméxico,Benito Juárez International,Mexico City,Mexico,12:44 PM,Dallas/Fort Worth International,Dallas,20.17
LH9425,Lufthansa,Frankfurt Airport,Frankfurt,Germany,11:44 AM,Charles de Gaulle,Paris,12.87
IB3454,Iberia,Adolfo Suárez Madrid–Barajas,Madrid,Spain,10:37 PM,Leonardo da Vinci International,Rome,9.26
AF4293,Air France,Charles de Gaulle,Paris,France,4:04 AM,Changi,Singapore,20.58
ET2520,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,8:29 AM,Hamad International,Doha,6.17
AF3443,Air France,Charles de Gaulle,Paris,France,10:55 PM,Frankfurt Airport,Frankfurt,21.07
CX4972,Cathay Pacific,Hong Kong International,Hong Kong,China,3:54 AM,Melbourne Airport,Melbourne,11.44
KL3076,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,11:25 AM,Cape Town International,Cape Town,22.19
EK2822,Emirates,Dubai International,Dubai,UAE,9:50 AM,Hamad International,Doha,2.61
AC7048,Air Canada,Toronto Pearson,Toronto,Canada,5:31 AM,Indira Gandhi International,Delhi,15.82
NH7905,All Nippon Airways,Haneda,Tokyo,Japan,4:39 AM,Hong Kong International,Hong Kong,21.73
LA7443,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,12:23 PM,Los Angeles International,Los Angeles,21.41
AV4492,Avianca,El Dorado International,Bogotá,Colombia,11:02 AM,Hamad International,Doha,14.65
WN7063,Southwest Airlines,Los Angeles International,Los Angeles,USA,8:26 AM,San Francisco International,San Francisco,17.83
QR9598,Qatar Airways,Hamad International,Doha,Qatar,5:39 AM,Charles de Gaulle,Paris,6.92
EK2864,Emirates,Dubai International,Dubai,UAE,6:47 AM,Hamad International,Doha,19.77
AZ7651,Alitalia,Leonardo da Vinci International,Rome,Italy,5:23 AM,Charles de Gaulle,Paris,5.66
SK7444,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,7:05 AM,Charles de Gaulle,Paris,6.3
DL8386,Delta Air Lines,John F. Kennedy International,New York,USA,2:43 PM,Hartsfield-Jackson Atlanta,Atlanta,19.96
BA9110,British Airways,Heathrow,London,UK,7:09 AM,Charles de Gaulle,Paris,14.63
KL8773,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,3:21 AM,Charles de Gaulle,Paris,12.58
AZ9769,Alitalia,Leonardo da Vinci International,Rome,Italy,6:24 AM,Charles de Gaulle,Paris,1.28
BA9697,British Airways,Heathrow,London,UK,4:13 PM,Frankfurt Airport,Frankfurt,21.39
AF1364,Air France,Charles de Gaulle,Paris,France,6:38 AM,Frankfurt Airport,Frankfurt,17.05
LA1124,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,1:42 PM,Ministro Pistarini International,Buenos Aires,3.67
SQ1881,Singapore Airlines,Changi,Singapore,Singapore,6:40 AM,Beijing Capital International,Beijing,8.88
AZ8759,Alitalia,Leonardo da Vinci International,Rome,Italy,2:28 AM,Charles de Gaulle,Paris,22.64
LH1504,Lufthansa,Frankfurt Airport,Frankfurt,Germany,10:36 PM,Charles de Gaulle,Paris,19.65
AV1456,Avianca,El Dorado International,Bogotá,Colombia,1:57 PM,Dallas/Fort Worth International,Dallas,22.99
LA4953,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,2:37 AM,Ministro Pistarini International,Buenos Aires,14.79
AA1923,American Airlines,John F. Kennedy International,New York,USA,1:52 AM,Hartsfield-Jackson Atlanta,Atlanta,9.89
KE9018,Korean Air,Incheon International,Seoul,South Korea,9:28 PM,Haneda,Tokyo,1.26
AV3743,Avianca,El Dorado International,Bogotá,Colombia,12:58 PM,O'Hare International,Chicago,13.99
SA1241,South African Airways,O.R. Tambo International,Johannesburg,South Africa,4:16 PM,Charles de Gaulle,Paris,1.53
BA8609,British Airways,Heathrow,London,UK,6:54 AM,Frankfurt Airport,Frankfurt,21.64
SA4414,South African Airways,O.R. Tambo International,Johannesburg,South Africa,7:01 AM,Chhatrapati Shivaji International,Mumbai,8.08
AF9216,Air France,Charles de Gaulle,Paris,France,5:31 PM,Frankfurt Airport,Frankfurt,6.61
KE4629,Korean Air,Incheon International,Seoul,South Korea,1:47 PM,Ministro Pistarini International,Buenos Aires,19.01
LA1925,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,12:01 PM,Toronto Pearson,Toronto,1.58
SK6736,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,10:05 AM,Charles de Gaulle,Paris,22.88
LA2284,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,1:04 PM,Ministro Pistarini International,Buenos Aires,19.5
QR9282,Qatar Airways,Hamad International,Doha,Qatar,4:02 PM,Adolfo Suárez Madrid–Barajas,Madrid,15.08
BA3178,British Airways,Heathrow,London,UK,7:39 AM,Charles de Gaulle,Paris,11.24
KE8227,Korean Air,Incheon International,Seoul,South Korea,5:26 PM,Haneda,Tokyo,17.0
DL5162,Delta Air Lines,John F. Kennedy International,New York,USA,7:08 PM,Hartsfield-Jackson Atlanta,Atlanta,2.13
QF3964,Qantas,Sydney Airport,Sydney,Australia,3:19 PM,Melbourne Airport,Melbourne,22.96
QF4544,Qantas,Sydney Airport,Sydney,Australia,8:09 PM,Melbourne Airport,Melbourne,11.88
KE3916,Korean Air,Incheon International,Seoul,South Korea,6:36 AM,Indira Gandhi International,Delhi,4.48
AA7448,American Airlines,John F. Kennedy International,New York,USA,2:28 PM,Hartsfield-Jackson Atlanta,Atlanta,15.76
UA9176,United Airlines,Los Angeles International,Los Angeles,USA,11:30 AM,Heathrow,London,14.0
SA8416,South African Airways,O.R. Tambo International,Johannesburg,South Africa,12:51 AM,Charles de Gaulle,Paris,18.02
ET5903,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,12:06 AM,Hong Kong International,Hong Kong,17.34
NZ4746,Air New Zealand,Auckland Airport,Auckland,New Zealand,12:24 PM,Sydney Airport,Sydney,3.21
AM5243,Aeroméxico,Benito Juárez International,Mexico City,Mexico,6:14 AM,O'Hare International,Chicago,5.75
LA9613,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,8:47 PM,Ministro Pistarini International,Buenos Aires,19.31
SA1505,South African Airways,O.R. Tambo International,Johannesburg,South Africa,11:29 AM,Charles de Gaulle,Paris,2.14
AZ2658,Alitalia,Leonardo da Vinci International,Rome,Italy,8:00 AM,Charles de Gaulle,Paris,5.83
NH7569,All Nippon Airways,Haneda,Tokyo,Japan,11:13 PM,Incheon International,Seoul,5.67
QR9262,Qatar Airways,Hamad International,Doha,Qatar,11:15 PM,Bole International,Addis Ababa,5.04
BA1624,British Airways,Heathrow,London,UK,6:08 AM,Amsterdam Airport Schiphol,Amsterdam,12.52
EK4646,Emirates,Dubai International,Dubai,UAE,11:15 PM,Hamad International,Doha,19.23
TG7112,Thai Airways,Suvarnabhumi,Bangkok,Thailand,11:24 AM,Dubai International,Dubai,8.1
SA7437,South African Airways,O.R. Tambo International,Johannesburg,South Africa,6:41 PM,Charles de Gaulle,Paris,1.07
AV6048,Avianca,El Dorado International,Bogotá,Colombia,5:37 PM,O'Hare International,Chicago,17.96
ET3206,Ethiopian Airlines,Bole International,Addis Ababa,Ethiopia,11:33 AM,Hamad International,Doha,3.22
KE9708,Korean Air,Incheon International,Seoul,South Korea,3:30 PM,Kuala Lumpur International,Kuala Lumpur,2.02
NZ8106,Air New Zealand,Auckland Airport,Auckland,New Zealand,2:13 PM,Sydney Airport,Sydney,7.45
EK1651,Emirates,Dubai International,Dubai,UAE,12:20 PM,Hamad International,Doha,5.3
EK1066,Emirates,Dubai International,Dubai,UAE,9:12 PM,Hamad International,Doha,23.6
CX7920,Cathay Pacific,Hong Kong International,Hong Kong,China,1:13 AM,Dubai International,Dubai,9.51
LA8837,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,12:51 AM,Ministro Pistarini International,Buenos Aires,6.56
QF7452,Qantas,Sydney Airport,Sydney,Australia,9:12 AM,Changi,Singapore,16.7
WN7692,Southwest Airlines,Los Angeles International,Los Angeles,USA,7:17 AM,San Francisco International,San Francisco,15.52
AI2527,Air India,Indira Gandhi International,Delhi,India,2:35 PM,Chhatrapati Shivaji International,Mumbai,13.21
AA7995,American Airlines,John F. Kennedy International,New York,USA,4:29 PM,San Francisco International,San Francisco,5.88
AV5985,Avianca,El Dorado International,Bogotá,Colombia,5:46 AM,O'Hare International,Chicago,11.65
BA3178,British Airways,Heathrow,London,UK,9:21 PM,Charles de Gaulle,Paris,4.67
AA8399,American Airlines,John F. Kennedy International,New York,USA,5:10 AM,Hartsfield-Jackson Atlanta,Atlanta,18.12
KL7456,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,4:48 AM,Charles de Gaulle,Paris,20.56
AZ1593,Alitalia,Leonardo da Vinci International,Rome,Italy,10:29 PM,Charles de Gaulle,Paris,6.99
SA3979,South African Airways,O.R. Tambo International,Johannesburg,South Africa,4:15 AM,Charles de Gaulle,Paris,18.81
LH8100,Lufthansa,Frankfurt Airport,Frankfurt,Germany,11:58 PM,Charles de Gaulle,Paris,2.78
KE7078,Korean Air,Incheon International,Seoul,South Korea,8:18 PM,Haneda,Tokyo,4.44
SQ2544,Singapore Airlines,Changi,Singapore,Singapore,4:05 PM,Beijing Capital International,Beijing,12.11
EK2108,Emirates,Dubai International,Dubai,UAE,8:42 PM,Hamad International,Doha,10.53
LA3959,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,1:28 PM,Ministro Pistarini International,Buenos Aires,8.98
AV9387,Avianca,El Dorado International,Bogotá,Colombia,12:48 PM,O'Hare International,Chicago,5.9
KE6093,Korean Air,Incheon International,Seoul,South Korea,3:16 PM,Zurich Airport,Zurich,6.17
SK7971,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,6:58 PM,Hartsfield-Jackson Atlanta,Atlanta,19.17
SK4848,SAS Scandinavian,Copenhagen Airport,Copenhagen,Denmark,5:46 AM,Charles de Gaulle,Paris,12.37
WN3779,Southwest Airlines,Los Angeles International,Los Angeles,USA,12:08 AM,Logan International,Boston,16.51
QR2154,Qatar Airways,Hamad International,Doha,Qatar,6:06 AM,Brisbane Airport,Brisbane,3.91
LA9044,LATAM Airlines,São Paulo/Guarulhos International,São Paulo,Brazil,8:09 AM,Benito Juárez International,Mexico City,5.97
KE7320,Korean Air,Incheon International,Seoul,South Korea,4:53 AM,Haneda,Tokyo,17.51
LH7040,Lufthansa,Frankfurt Airport,Frankfurt,Germany,7:06 AM,Charles de Gaulle,Paris,12.91
TG1932,Thai Airways,Suvarnabhumi,Bangkok,Thailand,4:31 AM,Beijing Capital International,Beijing,3.25
KL3781,KLM Royal Dutch Airlines,Amsterdam Airport Schiphol,Amsterdam,Netherlands,4:51 AM,Charles de Gaulle,Paris,12.47
AF4268,Air France,Charles de Gaulle,Paris,France,2:46 AM,Frankfurt Airport,Frankfurt,21.76
TG8950,Thai Airways,Suvarnabhumi,Bangkok,Thailand,2:30 AM,Changi,Singapore,16.15
SQ6860,Singapore Airlines,Changi,Singapore,Singapore,2:40 PM,Beijing Capital International,Beijing,3.0
